Position	A1	A2	B1	B2
8146	85.7	96.6	100	94.1
8147	81.2	94.1	100	100
8148	88.2	91.3	100	100
8149	0	0	0	0
8150	10.5	16.2	0	0
8151	0	4	0	0
8152	91.6	90.9	100	100
8153	100	100	100	100
8154	0	0	0	0
8155	95	100	0	0
8156	4.5	11.5	0	0
8157	0	0	0	0
8158	100	100	95.8	100
8159	52.9	100	100	100
8160	0	0	0	0
8161	0	0	0	2.5
8162	100	100	100	83.3
8163	90	100	50	44.1
8164	0	0	0	0
8165	0	0	0	0
8166	100	100	100	94.1
8167	0	0	0	0
8168	100	100	93.3	100
8169	0	0	8.8	3.4
8170	100	90.3	40	50
8171	0	0	0	0
8172	0	0	0	0
8173	0	0	0	0
8174	90	82.3	84.6	62.5
8175	0	0	0	0
8176	0	0	0	0
8177	0	6.6	0	0
8178	100	96.6	100	78
8179	33.3	43.7	93.3	100
8180	95.6	100	100	100
8181	0	0	0	0
8182	72	75	24.3	19.1
8183	93.7	100	100	100
8184	0	0	0	0
8185	100	100	0	0
8186	0	5.5	0	0
8187	4.1	10.7	3.7	0
8188	100	94.1	93.7	100
8189	93.7	100	100	95.2
8190	95	96.7	8.6	2.8
8191	75	90.4	0	0
8192	90.9	94.1	90	93.3
8193	0	0	0	0
8194	0	0	0	0
8195	79.3	90.9	10.9	5.2
8196	100	92.3	0	0
8197	88.2	79.1	100	100
8198	0	0	0	0
8199	0	0	0	0
8200	7.1	0	0	0
8201	0	3.4	0	0
8202	50	72.7	90.4	76.9
8203	0	0	0	0
8204	3.7	14.2	4	0
8205	0	0	0	0
8206	0	0	0	0
8207	80	87.5	91.6	94.1
8208	0	0	0	0
8209	100	96.1	100	100
8210	91.6	91.6	12.5	6.6
8211	0	0	0	0
8212	0	0	11.1	0
8213	0	12.5	0	0
8214	0	0	0	0
8215	100	100	96.6	100
8216	100	92.3	100	100
8217	96.1	96.6	100	96
8218	96	92.5	70.9	68.4
8219	0	0	0	0
8220	100	96.6	100	100
8221	91.3	94.7	26.8	30.4
8222	91.6	88.8	88.8	93.3
8223	96	100	96.8	97.5
8224	72.7	80	100	95.8
8225	100	100	0	4.3
8226	63.1	47.8	48.1	97.4
8227	68.1	68.1	3.1	8.1
8228	100	87.5	100	89.2
8229	0	5	0	0
8230	0	0	0	4.3
8231	92.3	92.3	30.7	5
8232	0	0	0	0
8233	36.3	100	33.3	53.3
8234	100	88.2	100	100
8235	95.2	91.6	100	100
8236	90	95.2	100	100
8237	95.6	100	100	100
8238	62.5	82.3	90	81.8
8239	93.7	100	100	100
8240	90.5	94.7	23.8	21.4
8241	100	76.4	94.7	100
8242	93.7	95	100	95.6
8243	100	93.7	0	0
8244	0	0	0	0
8245	8	18.9	96.5	100
8246	73.5	62	8.2	9.6
8247	73.8	76	6.8	8.4
8248	83.3	85.7	95	100
8249	0	0	0	0
8250	0	0	0	0
8251	0	0	0	0
8252	96.1	94.7	36.3	27.2
8253	100	100	8.3	10.5
8254	40	66.6	85.7	80
8255	0	0	3.5	0
8256	93.7	92.8	100	100
8257	4.1	16	0	0
8258	100	100	100	100
8259	36	78.5	0	0
8260	0	0	0	0
8261	0	0	0	0
8262	70	61.5	90.9	100
8263	95	90	100	100
8264	96.2	100	94.1	100
8265	76.9	93.7	91.6	100
8266	0	0	0	0
8267	3.5	0	4.5	0
8268	56	85.1	0	2.7
8269	96.2	100	94.7	96.1
8270	8	0	0	0
8271	7.4	0	0	0
8272	87.8	100	62.5	50
8273	0	10.5	0	0
8274	87.5	94.4	100	100
8275	92.8	100	100	93.7
8276	84.6	80	100	100
8277	86.2	68.7	36.7	38.4
8278	58.3	10.5	100	82.3
8279	0	6.2	0	0
8280	0	0	0	4.3
8281	0	0	0	0
8282	0	0	4	7.8
8283	0	0	0	0
8284	90	100	100	100
8285	0	0	0	0
8286	0	0	0	0
8287	89.7	80	67.7	65.6
8288	68.7	36.8	9	0
8289	86.6	92.8	100	84.6
8290	100	96.5	100	96.5
8291	0	0	0	0
8292	100	100	100	89.6
8293	78.4	76.5	2	2.6
8294	64.2	90.9	61.5	56.2
8295	83.3	86.3	100	100
8296	0	0	0	0
8297	100	100	100	83.3
8298	0	0	0	0
8299	0	0	0	0
8300	0	0	0	0
8301	100	92.3	100	95.6
8302	0	0	3.2	0
8303	82.3	100	100	100
8304	95.6	88.8	40	13.3
8305	0	0	0	10
8306	0	0	0	0
8307	93.7	90.9	100	95.2
8308	0	5	0	5
8309	0	0	0	0
8310	0	0	0	0
8311	75	83.8	2.1	13.5
8312	91.6	92.8	100	100
8313	0	0	0	0
8314	0	0	0	0
8315	100	100	100	92.6
8316	86.9	90.4	20.2	22.3
8317	0	0	0	0
8318	100	85	94.1	88.8
8319	88.2	96	96.5	96.2
8320	94.1	90.9	93.7	100
8321	100	90	100	100
8322	90	100	0	6.2
8323	42.8	72.7	0	0
8324	100	38.4	56.2	100
8325	76.9	88.8	100	100
8326	0	0	0	0
8327	0	0	0	0
8328	94.7	92.8	94.1	82.3
8329	0	0	0	0
8330	5.5	4	0	5.8
8331	73.5	75.3	24.8	15.7
8332	70.2	66.6	13.6	3
8333	95	93.5	18.8	18.8
8334	0	0	0	2.2
8335	0	0	0	0
8336	100	96.2	89.4	96.5
8337	92.3	100	100	100
8338	82.6	94.7	0	0
8339	92	93.7	100	74.4
8340	0	0	0	0
8341	27.2	5.8	100	94.1
8342	0	0	0	0
8343	10	41.6	100	100
8344	100	86.6	33.3	20
8345	0	0	0	0
8346	100	100	100	100
8347	0	0	0	0
8348	0	0	0	0
8349	100	96.1	100	96.7
8350	0	0	0	0
8351	10	20.9	0	4.6
8352	0	0	0	0
8353	100	94.7	8.6	0
8354	0	0	0	0
8355	85	78.2	94.1	96.1
8356	90.9	96.1	100	100
8357	0	8.3	4.7	0
8358	100	95.4	10.5	0
8359	8.3	5	0	0
8360	100	100	90.9	100
8361	91.6	85	100	96
8362	86.6	100	100	100
8363	0	0	0	0
8364	100	100	100	97.3
8365	94.1	86.6	100	100
8366	100	88.2	89.4	95.8
8367	0	0	0	0
8368	85.7	94.4	100	100
8369	95.4	100	100	100
8370	0	0	0	0
8371	94.3	92.7	4.7	7.1
8372	0	0	10	0
8373	100	95.2	100	90
8374	23.5	10.7	0	0
8375	0	0	0	0
8376	0	0	0	0
8377	100	100	95.2	100
8378	92.8	91.6	100	100
8379	92.3	94.4	100	95
8380	26	30.7	100	100
8381	100	95.2	93.3	100
8382	95.2	96	100	100
8383	0	0	0	0
8384	0	4.7	0	0
8385	53.3	61.7	100	94.5
8386	0	5.5	0	0
8387	0	0	0	5.2
8388	0	0	0	0
8389	0	0	0	0
8390	79.1	93.3	18.1	13.1
8391	0	0	0	0
8392	100	100	100	100
8393	0	0	0	0
8394	7.1	0	0	0
8395	92.3	66.6	0	0
8396	75.7	71.6	35	20.9
8397	0	0	100	100
8398	0	0	0	0
8399	0	0	0	0
8400	100	100	0	0
8401	0	5.2	95	92.3
8402	100	100	100	100
8403	6.6	12.5	0	2.8
8404	88.2	95.4	89.6	100
8405	6.6	8.3	3.8	0
8406	100	94.1	92.3	95.2
8407	81.4	85.1	100	100
8408	0	0	0	0
8409	4.3	0	0	0
8410	0	0	0	0
8411	100	96.7	52.6	43.9
8412	90	94.1	90	93.3
8413	0	0	0	0
8414	80	92	100	96.2
8415	7.1	0	0	0
8416	93.7	69.2	100	100
8417	0	0	0	0
8418	0	4.5	0	0
8419	91.3	95.4	92.3	100
8420	0	0	0	0
8421	93.3	100	31.5	20
8422	0	0	0	0
8423	95.6	100	100	88.8
8424	91.6	100	0	0
8425	90.9	100	100	100
8426	0	0	0	0
8427	100	100	100	100
8428	94.1	96.2	28.3	20.8
8429	75	90.6	3.4	2.8
8430	9	0	0	0
8431	92.3	91.8	31	17.3
8432	0	0	12	4.1
8433	65.2	55.6	7.1	5.9
8434	90.8	90.7	30.1	22.3
8435	100	100	100	94.7
8436	100	90.9	0	0
8437	0	0	0	0
8438	0	0	0	0
8439	10	13.3	0	8.3
8440	35.2	50	100	90.9
8441	78.1	64.5	11.2	9.1
8442	0	0	0	0
8443	0	0	0	0
8444	0	0	0	0
8445	27.2	13.6	100	100
8446	89.8	94.2	48.6	46.5
8447	0	0	0	0
8448	54.5	76.1	100	100
8449	0	0	0	0
8450	78.9	92	100	84.3
8451	94.4	95.8	95.4	100
8452	90.6	93.4	29.7	18.6
8453	16.6	21.2	3.1	0
8454	93.3	100	3.3	3.8
8455	100	96.7	93.3	100
8456	100	100	0	0
8457	100	100	10	22.7
8458	100	94.4	100	100
8459	10.5	12.1	0	0
8460	9	7.1	0	0
8461	0	0	0	3.3
8462	5.2	0	0	0
8463	0	0	0	0
8464	100	100	90	100
8465	100	100	100	94.8
8466	7.1	0	0	0
8467	0	0	0	0
8468	73	74.1	4	5.4
8469	0	0	0	0
8470	88.2	95.8	100	100
8471	96.5	97.3	100	100
8472	0	0	0	0
8473	0	0	0	0
8474	85.7	100	0	4.3
8475	82.6	83.3	22.2	34.6
8476	85.7	95	100	100
8477	100	100	95.4	100
8478	94.1	100	20	4
8479	0	0	0	0
8480	0	0	0	0
8481	0	0	0	0
8482	100	85.7	100	100
8483	100	96	100	95.4
8484	0	0	0	0
8485	100	90	100	100
8486	96.1	100	100	100
8487	12.5	0	15.3	0
8488	100	80	15.7	13.7
8489	0	0	0	0
8490	71.4	85.7	0	8.3
8491	0	0	0	0
8492	100	91.6	100	90
8493	84.6	66.6	94.1	100
8494	95	100	100	90.2
8495	100	100	71.4	59
8496	100	100	100	100
8497	5.5	0	0	0
8498	92.3	88.2	17.3	18.1
8499	0	0	0	0
8500	95.2	75	46.1	27.5
8501	0	0	0	0
8502	0	0	0	0
8503	96.7	100	100	100
8504	0	0	0	0
8505	93.7	100	91.6	100
8506	0	0	0	0
8507	0	4.5	0	0
8508	0	0	7.6	10
8509	0	0	0	0
8510	0	8	0	0
8511	93.3	94.7	40	64.2
8512	90.9	100	100	96.2
8513	65	95.6	0	0
8514	0	0	0	0
8515	92.8	71.4	50	66.6
8516	0	0	100	100
8517	0	0	0	0
8518	34.7	66.6	94.1	96.1
8519	100	96.5	100	94.1
8520	100	100	0	25
8521	100	100	100	100
8522	0	0	0	0
8523	0	0	0	0
8524	0	0	0	0
8525	18.4	29.1	3.4	1.4
8526	93.7	100	100	91.6
8527	0	0	0	0
8528	0	0	0	0
8529	0	0	0	0
8530	0	0	0	0
8531	100	90.9	100	100
8532	100	94.1	0	12.5
8533	90.9	100	100	100
8534	0	0	0	0
8535	0	0	0	0
8536	0	0	0	0
8537	0	0	0	0
8538	94.4	100	100	88.8
8539	0	0	0	0
8540	100	100	94.4	100
8541	27.2	9	0	0
8542	100	96.2	96.7	100
8543	0	0	0	0
8544	15.3	20.5	96.9	81.3
8545	0	0	0	0
8546	95	100	100	95.6
8547	9	7.4	0	0
8548	0	0	0	0
8549	4.5	7.1	0	0
8550	94.4	97.2	42.4	21.8
8551	100	100	0	0
8552	68.1	68.9	94.4	97.2
8553	0	0	0	0
8554	95.2	97.1	100	100
8555	92.8	96.1	100	100
8556	17.6	23.8	0	0
8557	0	0	0	0
8558	96.5	92	100	86.3
8559	92.8	100	0	0
8560	55.5	50	2.8	2.4
8561	100	100	96	94.1
8562	83.9	88.9	9.4	8
8563	0	0	0	0
8564	0	0	0	0
8565	78.9	96.4	87.5	71.4
8566	0	0	0	0
8567	0	0	0	0
8568	7.6	4	7.6	0
8569	0	11.7	0	0
8570	0	0	0	0
8571	0	0	0	0
8572	100	91.6	100	100
8573	3.4	2.6	3.7	0
8574	100	100	90	90.4
8575	100	90.9	100	95
8576	91.6	95.6	31.2	20.5
8577	55	25	100	96.9
8578	100	93.3	100	100
8579	78.5	93.9	100	100
8580	0	0	0	0
8581	92.8	88.5	50	26.6
8582	0	0	0	0
8583	100	76.9	90	100
8584	0	8.3	0	0
8585	0	0	0	0
8586	30	18.1	0	0
8587	0	0	0	0
8588	0	0	0	0
8589	41.6	80	55.3	60.3
8590	100	87.5	92.8	100
8591	81.8	92.8	100	100
8592	0	0	0	0
8593	0	9	0	0
8594	0	0	0	0
8595	0	0	0	0
8596	94.4	80	100	96.8
8597	92.8	82.7	100	100
8598	12.5	33.3	0	0
8599	10	0	0	0
8600	0	0	0	0
8601	0	0	0	0
8602	0	0	0	0
8603	0	0	0	0
8604	100	100	100	100
8605	0	0	0	0
8606	100	100	100	95
8607	0	0	0	0
8608	100	94.7	100	100
8609	76.9	80.7	93.3	69.2
8610	0	0	0	0
8611	16.6	0	0	0
8612	0	0	0	0
8613	0	0	0	0
8614	100	94.4	100	100
8615	100	100	6.2	3.7
8616	0	0	0	0
8617	0	0	0	0
8618	90	90	32.1	33.3
8619	0	0	0	0
8620	72	78.8	31.5	33.9
8621	0	0	0	0
8622	100	100	100	100
8623	100	100	100	100
8624	91.6	92.8	0	0
8625	0	0	0	0
8626	91.6	73.6	100	96.2
8627	0	0	4	0
8628	100	100	93.7	97.2
8629	94.4	95.2	94.4	100
8630	86.3	80.9	94.1	85.7
8631	0	0	0	0
8632	100	100	100	93.7
8633	0	0	0	0
8634	100	95.4	81.8	100
8635	100	100	10	55.5
8636	0	0	0	0
8637	0	0	0	0
8638	95.4	95	100	100
8639	83.3	95.2	100	100
8640	100	100	100	100
8641	0	0	0	0
8642	0	0	0	0
8643	100	85.7	23.5	46.1
8644	0	0	0	0
8645	93.7	94.4	100	100
8646	0	4	0	5
8647	100	100	100	100
8648	100	100	100	100
8649	96.7	91.8	40.6	29.5
8650	0	0	0	0
8651	91.6	95	53.3	76.9
8652	0	0	0	0
8653	86.6	88.8	95	84.6
8654	100	95	100	100
8655	93.1	96.7	29.6	16.6
8656	0	0	0	0
8657	0	0	0	0
8658	0	3.7	0	0
8659	0	17.8	0	0
8660	7.6	7.6	0	0
8661	0	0	7.1	0
8662	0	0	0	0
8663	0	0	0	0
8664	0	4.1	3.1	0
8665	0	0	0	0
8666	0	0	0	7.6
8667	30	53.5	0	0
8668	3.8	4.1	0	0
8669	0	0	0	0
8670	0	0	5.2	0
8671	100	93.1	100	95.8
8672	0	0	0	0
8673	0	0	0	0
8674	94.4	100	95	91.3
8675	93.7	100	0	2.2
8676	0	0	0	0
8677	3.8	0	0	0
8678	0	0	0	0
8679	100	100	100	100
8680	0	0	7.1	0
8681	0	0	0	0
8682	0	0	83.3	100
8683	0	0	0	0
8684	100	100	100	100
8685	0	0	4.7	0
8686	91.6	80	100	100
8687	5	0	0	0
8688	0	4.7	0	0
8689	0	0	0	0
8690	88.5	90.3	17.8	19.4
8691	100	96.9	13.6	23.6
8692	100	100	0	4.7
8693	100	87.5	100	93.7
8694	100	96.7	96.6	100
8695	0	0	0	0
8696	0	9.6	0	0
8697	16.6	30.4	100	100
8698	0	0	0	0
8699	94.1	100	100	94.7
8700	100	100	100	94.1
8701	6.6	0	0	0
8702	80	100	100	100
8703	0	0	0	0
8704	0	0	0	0
8705	83.3	100	100	100
8706	0	0	0	0
8707	90.6	94.8	27.7	26.5
8708	0	4.7	0	0
8709	93.3	100	100	100
8710	100	96.1	100	100
8711	100	90	100	91.3
8712	80.3	82.3	17.3	17.6
8713	3.8	0	0	0
8714	81.2	66.6	86.3	88
8715	0	0	0	0
8716	100	100	100	93.3
8717	0	0	0	0
8718	100	87.5	100	94.4
8719	0	0	3.7	0
8720	0	0	0	0
8721	100	97	100	100
8722	0	0	5.5	0
8723	90	93.5	100	100
8724	0	0	0	0
8725	100	100	100	96
8726	92.8	100	100	96
8727	95.2	92.5	3.4	0
8728	0	0	0	0
8729	0	0	0	0
8730	0	0	100	100
8731	0	0	0	0
8732	0	3.8	0	0
8733	100	100	100	92
8734	0	0	0	0
8735	95	100	100	92.3
8736	88.2	100	100	100
8737	88.5	91.1	14.2	1.7
8738	0	0	0	2.7
8739	30.7	58.5	100	100
8740	48.1	50.6	3.5	5.3
8741	93.3	96.1	0	11.3
8742	92.5	100	94.7	95
8743	93.7	100	100	90.9
8744	0	0	0	0
8745	100	95	78.5	78.9
8746	87.7	83.3	59.7	46.1
8747	100	100	100	91.6
8748	0	0	0	0
8749	100	88	100	100
8750	0	0	0	0
8751	100	89.4	100	100
8752	0	5.8	0	0
8753	91.6	91.4	100	100
8754	84.6	80	91.6	90
8755	0	0	3.8	0
8756	100	100	100	100
8757	74.7	76.6	15.6	12
8758	0	0	0	0
8759	100	90.4	100	96.6
8760	0	0	0	0
8761	90.9	100	35.2	40
8762	5.5	8.3	0	0
8763	0	0	0	0
8764	100	100	100	100
8765	4.1	0	0	0
8766	91.6	92.3	100	93.3
8767	100	88.4	86.6	86.6
8768	0	0	0	0
8769	95.6	94.7	30.8	13.6
8770	100	100	13	0
8771	100	100	100	100
8772	94.4	95.8	100	100
8773	0	0	0	0
8774	0	0	0	0
8775	100	100	60	46.6
8776	20.6	11.1	3.5	0
8777	0	0	0	0
8778	90	100	100	100
8779	4	0	0	0
8780	0	0	0	0
8781	0	0	0	0
8782	25	29.2	9.3	3
8783	94.1	96.1	0	3.7
8784	16.6	7.1	0	0
8785	100	100	100	100
8786	100	94.7	6.6	6.2
8787	0	0	0	3.5
8788	0	0	0	0
8789	37.5	14.6	0	0
8790	0	0	0	0
8791	0	0	0	0
8792	82.3	100	95.2	90.4
8793	90.5	89.1	14.1	18.5
8794	0	0	0	0
8795	91.6	100	92.3	100
8796	0	0	0	16.6
8797	69.2	80	0	0
8798	92.1	92	3.8	11.1
8799	87.5	95.4	94.1	93.3
8800	0	0	0	5.5
8801	0	0	0	0
8802	86.6	96.8	0	3.7
8803	100	100	57.1	45.2
8804	100	88.8	94.1	96
8805	0	0	0	0
8806	94.7	84.6	100	100
8807	88.8	92.8	100	100
8808	0	0	0	5
8809	93.3	100	100	73.3
8810	93.3	93.3	100	95.8
8811	100	91.3	100	100
8812	77.7	83.8	9.6	10.3
8813	100	70	92.8	100
8814	93.3	95.2	76.1	70.5
8815	74.7	73.4	8.6	5.7
8816	95	95	100	100
8817	0	0	0	0
8818	0	0	3.4	0
8819	100	100	100	96.2
8820	0	0	0	2.6
8821	94.1	100	5.8	0
8822	0	0	0	0
8823	100	85.7	100	100
8824	0	0	0	0
8825	28.5	42.8	93.3	94.1
8826	0	0	0	0
8827	0	0	0	6.2
8828	0	0	2.7	0
8829	0	0	0	0
8830	100	95.8	100	100
8831	0	0	0	0
8832	100	100	100	85.7
8833	9.6	15	0	0
8834	98.3	93.2	34.5	30.5
8835	100	100	100	100
8836	0	0	0	0
8837	0	0	0	0
8838	100	100	88.8	83.3
8839	0	4.5	0	0
8840	100	100	100	100
8841	3.8	0	0	0
8842	91.6	90.5	36.6	22.2
8843	0	0	0	0
8844	100	96.7	96.4	100
8845	0	0	0	0
8846	0	0	0	0
8847	6.2	0	0	0
8848	0	0	0	0
8849	95.2	100	0	0
8850	100	88.2	100	100
8851	0	0	0	0
8852	0	0	0	0
8853	0	0	0	0
8854	100	100	0	0
8855	0	3.4	0	0
8856	50	18.1	0	0
8857	8.3	3.2	0	0
8858	64.9	69.8	4.1	3.8
8859	0	0	0	0
8860	100	100	100	83.3
8861	0	0	0	0
8862	0	0	0	0
8863	0	0	43.7	36
8864	65.2	85.1	95.8	100
8865	0	0	0	0
8866	0	0	0	2.5
8867	92	79.4	100	97.5
8868	63.6	52	0	0
8869	82.3	85	93.7	94.7
8870	100	100	90.9	67.8
8871	100	89.4	0	3.3
8872	0	2.1	0	0
8873	100	100	100	100
8874	100	92.8	100	100
8875	100	100	100	100
8876	70.4	72.3	8.3	2
8877	19	33.3	0	0
8878	0	0	0	0
8879	89.4	87.5	0	0
8880	0	0	0	0
8881	100	100	0	0
8882	90.4	92.3	80	58.3
8883	94.1	93.3	100	90.2
8884	0	0	0	0
8885	16.6	10.5	0	0
8886	0	0	0	0
8887	0	0	0	0
8888	4.5	5	0	0
8889	7.6	4.3	100	93.3
8890	92.5	100	96	91.6
8891	100	100	100	100
8892	0	0	0	0
8893	100	100	100	100
8894	0	0	0	0
8895	0	0	0	0
8896	0	5.8	0	0
8897	5.5	0	0	0
8898	93.3	81.8	0	0
8899	0	0	4.5	0
8900	100	100	91.6	85
8901	0	0	0	0
8902	90	92.3	92.8	90.9
8903	100	100	95.4	100
8904	0	0	8.3	0
8905	40.9	71.4	0	0
8906	88.2	100	94.7	91.6
8907	0	0	0	7.1
8908	0	0	0	0
8909	0	0	0	0
8910	0	0	0	0
8911	100	100	95.4	93.3
8912	100	94.4	100	100
8913	0	0	0	0
8914	3.8	2.8	0	0
8915	100	90.4	100	100
8916	100	100	0	0
8917	0	3	0	0
8918	0	0	0	0
8919	100	100	60	76.9
8920	0	0	0	0
8921	86.6	100	95	86.3
8922	87.7	75	1.8	3.8
8923	0	0	0	0
8924	94.7	86.9	96.2	97.4
8925	100	100	100	88.4
8926	0	0	0	3.7
8927	12.5	25	5.5	7.6
8928	0	4.7	0	0
8929	100	100	96.5	100
8930	93.7	100	0	0
8931	0	0	0	0
8932	100	100	100	100
8933	0	0	0	0
8934	0	0	0	0
8935	96.5	100	0	0
8936	100	94.7	100	93.3
8937	0	0	0	0
8938	95	100	95	80
8939	100	100	93.3	87.5
8940	20	35.2	92.8	100
8941	0	0	0	0
8942	0	0	0	0
8943	100	100	96.4	93.9
8944	95.2	100	100	100
8945	100	95	91.3	100
8946	100	94.4	100	92.8
8947	90.9	100	0	0
8948	100	100	100	95.6
8949	86.3	95.8	83.3	36.1
8950	0	3.5	0	0
8951	100	100	100	100
8952	58.3	62.5	0	0
8953	89.4	100	5.2	0
8954	0	0	0	3.1
8955	4.5	4	0	0
8956	100	100	100	96
8957	0	0	0	0
8958	100	100	100	95.2
8959	0	0	0	0
8960	0	0	0	0
8961	93.7	96.1	9.6	37.5
8962	17.8	20	100	95.6
8963	0	10.5	0	0
8964	0	0	0	0
8965	100	96.5	96.1	100
8966	17.2	11.1	0	0
8967	95	91.6	12.5	0
8968	86.6	90.9	100	94.4
8969	95.8	96	100	100
8970	65.2	60.8	100	100
8971	100	100	100	100
8972	91.6	90	95.6	100
8973	100	100	93.3	93.3
8974	0	0	0	4.1
8975	100	100	61.7	13.6
8976	86.6	91	56.5	46.7
8977	100	94.1	0	0
8978	72.7	91.6	0	0
8979	78.5	94.7	100	100
8980	95.6	95	100	96
8981	28.5	22.2	0	0
8982	0	8.6	7.6	0
8983	0	0	0	0
8984	88.4	91.1	100	97.2
8985	4.5	5.5	0	0
8986	91.6	88.2	100	100
8987	6.6	0	6.6	0
8988	88.2	84.2	100	100
8989	70	78.9	94.7	100
8990	100	100	66.6	63.1
8991	76.9	93.3	100	92.8
8992	100	100	90	100
8993	0	0	2.9	0
8994	0	0	2	1.7
8995	0	0	0	0
8996	92.3	95.6	5.8	3.1
8997	0	0	0	0
8998	93.3	95	0	0
8999	84.6	100	100	95.4
9000	75	60.7	95.4	89.4
9001	94.1	88	46.6	26
9002	0	0	84.6	50
9003	92.3	100	100	93.3
9004	100	96.9	53.8	68.1
9005	84.6	77.7	100	100
9006	100	100	100	100
9007	0	3.4	3.2	0
9008	96.4	96.7	100	100
9009	0	4.7	0	0
9010	0	0	0	0
9011	0	0	0	0
9012	0	0	0	0
9013	0	0	0	0
9014	100	100	96.5	100
9015	0	0	0	0
9016	0	0	0	6.2
9017	0	0	0	0
9018	86.4	91.8	24.8	24.1
9019	0	0	0	0
9020	0	0	0	0
9021	0	0	0	0
9022	0	0	58.3	45.4
9023	0	0	0	0
9024	0	0	0	0
9025	0	0	0	0
9026	0	0	0	0
9027	0	0	0	0
9028	13.3	5.7	8.3	0
9029	0	0	0	0
9030	0	0	0	0
9031	0	0	0	0
9032	94.7	89.4	96	100
9033	0	0	0	0
9034	5	0	0	0
9035	0	0	0	0
9036	81.8	90.9	100	88.8
9037	88.2	89.2	11.8	11.2
9038	0	0	0	0
9039	0	0	0	0
9040	90.1	96.8	44.1	39
9041	0	0	0	0
9042	100	100	55.5	81.2
9043	55.5	68.7	0	4.1
9044	100	88.2	100	100
9045	15	21.7	2.9	4
9046	3.3	15	0	8.3
9047	100	92.8	100	80.9
9048	90.9	87.5	100	94.1
9049	100	100	100	100
9050	0	0	0	0
9051	100	100	0	0
9052	100	100	100	100
9053	90	92.8	100	100
9054	0	0	0	0
9055	0	0	0	0
9056	100	100	100	100
9057	94.1	95	52.9	4
9058	0	4	3.7	0
9059	0	0	4.1	0
9060	100	100	100	96.4
9061	16.6	6.2	0	0
9062	0	0	0	3.2
9063	0	0	0	0
9064	0	0	0	0
9065	0	4.3	0	0
9066	100	100	100	100
9067	90	71.4	100	100
9068	81.7	73.6	18.1	19.1
9069	87.5	87.5	35.7	39.2
9070	73.8	72.2	12.5	2.7
9071	0	0	0	0
9072	0	0	0	0
9073	0	0	0	0
9074	0	0	0	0
9075	0	0	0	0
9076	93.7	93.3	0	17.2
9077	0	0	0	0
9078	0	0	0	0
9079	0	0	0	0
9080	0	0	0	3.8
9081	0	0	0	0
9082	0	0	0	0
9083	83.3	76.9	93.7	95
9084	87.5	100	0	2.7
9085	0	0	10	0
9086	0	0	0	0
9087	91.2	93.5	49.8	48
9088	100	100	100	100
9089	78.8	80.8	27	28.9
9090	100	100	100	100
9091	91.6	100	92.8	94.1
9092	0	0	0	0
9093	100	100	88.8	95.2
9094	0	0	0	0
9095	78.9	85.3	100	93.4
9096	100	100	0	20
9097	0	0	0	0
9098	100	100	100	92.8
9099	0	0	8.6	0
9100	38.4	23	8.3	8.6
9101	8.3	8.6	93.7	76.4
9102	40	31.2	0	8
9103	100	100	76	27.2
9104	86.6	90	100	100
9105	100	100	89.4	100
9106	66.6	62.5	0	0
9107	0	0	0	2.1
9108	0	0	0	0
9109	93.7	90.4	96.4	100
9110	0	0	0	4.3
9111	90.4	87.5	100	100
9112	0	0	0	0
9113	100	100	100	97
9114	0	0	0	0
9115	90	100	90.4	91.6
9116	0	0	0	0
9117	100	93.3	100	100
9118	0	0	0	0
9119	0	2.7	3.3	0
9120	94.1	100	100	100
9121	100	84.6	100	92.8
9122	3.4	5.5	0	0
9123	5.5	0	0	0
9124	90.4	85	100	90.9
9125	100	95.6	100	100
9126	93.7	100	92.3	93.3
9127	0	0	0	0
9128	100	87.5	100	91.6
9129	100	100	100	94.4
9130	0	0	0	0
9131	0	0	0	0
9132	100	95.2	100	96.4
9133	91.6	100	100	91.6
9134	0	2.5	0	0
9135	88	91.8	18.3	13
9136	0	0	0	0
9137	83.3	88.2	0	0
9138	0	14.2	0	5.7
9139	85.7	90.9	84.6	81.2
9140	0	0	0	0
9141	61.9	81.2	3.1	4.8
9142	93.3	96.6	100	96.5
9143	0	0	0	0
9144	0	0	0	0
9145	84.6	93.1	100	100
9146	0	0	0	0
9147	100	95.2	93.7	95
9148	95.3	92.8	57.1	48.3
9149	0	0	0	0
9150	0	0	100	90.9
9151	64.7	75	25	15.3
9152	11.1	0	0	0
9153	100	100	100	100
9154	83.3	83.3	17.3	13.8
9155	64.2	55.1	100	100
9156	0	8.3	0	0
9157	23	9.5	0	0
9158	0	0	0	0
9159	69.5	94.7	100	100
9160	81	61.7	18.6	23.6
9161	93.3	86.6	100	100
9162	0	0	0	0
9163	0	0	0	0
9164	93.3	100	100	100
9165	100	100	66.6	70.8
9166	0	0	0	0
9167	87.5	100	100	100
9168	0	0	0	5
9169	0	0	0	0
9170	95.4	96.4	96.2	96
9171	0	5	12.5	9.5
9172	8.3	7.1	3.7	0
9173	100	95	100	100
9174	100	95	90.9	100
9175	100	91.3	93.9	100
9176	0	0	0	0
9177	93.7	94.1	100	100
9178	0	0	0	0
9179	0	0	0	0
9180	0	0	0	0
9181	50	52.6	0	0
9182	47	73.9	3.7	6.8
9183	100	81.2	100	100
9184	100	100	100	100
9185	95	91.3	100	100
9186	57.5	42.8	1.8	0
9187	0	0	0	0
